"","speaker","words","episode"
"8505","RORY"," Kissing. Right, let’s go.","raw/s01e12.txt"
"8506","","[they kiss]","raw/s01e12.txt"
"8507","","CUT TO INN","raw/s01e12.txt"
"8508","","[Lorelai still studying]","raw/s01e12.txt"
"8509","LORELAI"," [slamming book] I give up.","raw/s01e12.txt"
"8510","MICHEL"," That’s the spirit.","raw/s01e12.txt"
"8511","LORELAI"," I can’t remember any of this crap.","raw/s01e12.txt"
"8512","MICHEL"," Well, not everyone is cut out to be their own boss. Maybe you are more of a worker bee, a follower, a ticket ripper, or the man at the concert with the orange glow stick directing you were to park.","raw/s01e12.txt"
"8513","LORELAI"," You’re baiting me aren’t you?","raw/s01e12.txt"
"8514","MICHEL"," No, I seriously have no faith in your aptitude.","raw/s01e12.txt"
"8515","SOOKIE"," [rushing up to desk] He called! He called!","raw/s01e12.txt"
"8516","LORELAI"," And?","raw/s01e12.txt"
"8517","SOOKIE"," Well, I did what you said. I had it all worked out and I asked him if he’d like to go to dinner at Chez Fleur on Sunday.","raw/s01e12.txt"
"8518","LORELAI"," Chez Fleur very nice.","raw/s01e12.txt"
"8519","SOOKIE"," Hm, thank you. He said he would love to.","raw/s01e12.txt"
"8520","LORELAI"," Oh great!","raw/s01e12.txt"
"8521","SOOKIE"," He said he would love to but his cousin’s in town and he’s staying with him for the week.","raw/s01e12.txt"
"8522","LORELAI"," Oh, well then just make it next week.","raw/s01e12.txt"
"8523","SOOKIE"," Yes, see that would’ve been a good option had I thought of it when I was on the phone, but instead - I came up with another option.","raw/s01e12.txt"
"8524","LORELAI"," Which is?","raw/s01e12.txt"
"8525","SOOKIE"," That we double date with his cousin Rune and you.","raw/s01e12.txt"
"8526","LORELAI"," What?","raw/s01e12.txt"
"8527","SOOKIE"," Yes, ok, not as good as your option I agree. But it seemed pretty good at the time - though I wasn’t standing here watching you make that face.","raw/s01e12.txt"
"8528","LORELAI"," Sookie no. I hate blind dates.","raw/s01e12.txt"
"8529","SOOKIE"," I know, but this isn’t a blind date. This is you keeping his cousin company while I have a date with Jackson.","raw/s01e12.txt"
"8530","LORELAI"," Oh God.","raw/s01e12.txt"
"8531","SOOKIE"," Lorelai please. I’ll be your best friend.","raw/s01e12.txt"
"8532","LORELAI"," You are my best friend.","raw/s01e12.txt"
"8533","SOOKIE"," And you’re mine.","raw/s01e12.txt"
"8534","LORELAI"," I know I am.","raw/s01e12.txt"
"8535","SOOKIE"," So what are best friends for?","raw/s01e12.txt"
"8536","LORELAI"," Ok.","raw/s01e12.txt"
"8537","SOOKIE"," Yes?","raw/s01e12.txt"
"8538","LORELAI"," Yes, I’ll go.","raw/s01e12.txt"
"8539","SOOKIE"," [squeals] Thank you, thank you, thank you. You will not regret this.","raw/s01e12.txt"
"8540","LORELAI"," Pick another phrase.","raw/s01e12.txt"
"8541","SOOKIE"," You will not have to pay","raw/s01e12.txt"
"8542","LORELAI"," Much better [sighs] Oh shut up [ to Michel who’s smiling. Opens up book again]","raw/s01e12.txt"
"8543","","CUT TO GILMORE HOUSE","raw/s01e12.txt"
"8544","LORELAI"," Rory?","raw/s01e12.txt"
"8545","RORY"," What?","raw/s01e12.txt"
"8546","LORELAI"," Diva Glam.","raw/s01e12.txt"
"8547","RORY"," I’ve got it.","raw/s01e12.txt"
"8548","LORELAI"," Bring it up. [to Sookie] Hold still.","raw/s01e12.txt"
"8549","SOOKIE"," Not too much.","raw/s01e12.txt"
"8550","LORELAI"," No - just enough to say ‘hey sailor’","raw/s01e12.txt"
"8551","SOOKIE"," My stomach doesn’t feel so great. I think I’ve got the flu.","raw/s01e12.txt"
"8552","LORELAI"," I think you’re nervous.","raw/s01e12.txt"
"8553","","[Rory comes into room]","raw/s01e12.txt"
"8554","RORY"," Here.","raw/s01e12.txt"
"8555","LORELAI"," Thank you.","raw/s01e12.txt"
"8556","RORY"," I need the sparkly hair clips","raw/s01e12.txt"
"8557","LORELAI"," Ok, I’ll find them in a minute.","raw/s01e12.txt"
"8558","RORY"," [to Sookie] You look pretty.","raw/s01e12.txt"
"8559","LORELAI"," I do?","raw/s01e12.txt"
"8560","RORY"," Uh huh. [leaves]","raw/s01e12.txt"
"8561","SOOKIE"," Oh thank you. [to Lorelai] I should cancel.","raw/s01e12.txt"
"8562","LORELAI"," Ok, let’s do you lips first.","raw/s01e12.txt"
"8563","SOOKIE"," What if I’m making an idiot out of myself.","raw/s01e12.txt"
"8564","LORELAI"," By going out on a date?","raw/s01e12.txt"
"8565","SOOKIE"," With my produce guy.","raw/s01e12.txt"
"8566","LORELAI"," You like him.","raw/s01e12.txt"
"8567","SOOKIE"," But what if tonight is a disaster and them he won’t sell to me anymore.","raw/s01e12.txt"
"8568","LORELAI"," Oh my God, you’re right.","raw/s01e12.txt"
"8569","SOOKIE"," Yes, see!","raw/s01e12.txt"
"8570","LORELAI"," And since all the produce in the entire world is in his possession and all the produce that will be grown in the future will be in his possession, then we will never again be able to get any produce and all our vegetarian clients will die.","raw/s01e12.txt"
"8571","SOOKIE"," I’m scared.","raw/s01e12.txt"
"8572","LORELAI"," I know.","raw/s01e12.txt"
"8573","SOOKIE"," I like him.","raw/s01e12.txt"
"8574","LORELAI"," He likes you.","raw/s01e12.txt"
"8575","SOOKIE"," How do you know he’s not being polite?","raw/s01e12.txt"
"8576","LORELAI"," Sookie!","raw/s01e12.txt"
"8577","SOOKIE"," No I mean it. [gets up and paces] It’s like I cornered him and he felt trapped and he had to say yes.","raw/s01e12.txt"
"8578","LORELAI"," He did not have to say yes.","raw/s01e12.txt"
"8579","SOOKIE"," Oh my God. Technically I am his employer.","raw/s01e12.txt"
"8580","LORELAI"," Sookie!","raw/s01e12.txt"
"8581","SOOKIE"," I am, I buy his wares. His livelihood depends on my.","raw/s01e12.txt"
"8582","LORELAI"," Sookie!","raw/s01e12.txt"
"8583","SOOKIE"," Oh! I’m a sexual harasser","raw/s01e12.txt"
"8584","LORELAI"," Well then you need some false eyelashes.","raw/s01e12.txt"
"8585","SOOKIE"," This isn’t funny. I am now desperate, lonely and a criminal.","raw/s01e12.txt"
"8586","LORELAI"," Ok, stop talking.","raw/s01e12.txt"
"8587","SOOKIE"," But -","raw/s01e12.txt"
"8588","LORELAI"," No you have exhausted all your talking rights by being crazy. Sit down and listen.","raw/s01e12.txt"
"8589","","[Sookie sits]","raw/s01e12.txt"
"8590","LORELAI"," Tonight is a good thing. Whether you find out that you’re madly in love you or you’re not meant for each other, it’s still a good thing. And I’ll be right there. And have I done a gorgeous job on your face or what? Ooh, I’ll be right back [picking up clips]","raw/s01e12.txt"
"8591","","CUT TO RORY’S ROOM","raw/s01e12.txt"
"8592","","[Rory and Lane getting ready]","raw/s01e12.txt"
"8593","LANE"," You’re sure you don’t mind?","raw/s01e12.txt"
"8594","RORY"," What’s mine is yours.","raw/s01e12.txt"
"8595","LANE"," I owe you forever.","raw/s01e12.txt"
"8596","RORY"," Good to know.","raw/s01e12.txt"
"8597","LANE"," Which one do you think Todd would like better? [holding up two jackets]","raw/s01e12.txt"
"8598","RORY"," I don’t know Todd.","raw/s01e12.txt"
"8599","LANE"," I think the rhinestones.","raw/s01e12.txt"
"8600","RORY"," Rhinestones it is. So what did you tell your mom?","raw/s01e12.txt"
"8601","LANE"," I told her that I was going to spend the evening here with you guys.","raw/s01e12.txt"
"8602","RORY"," What if she calls?","raw/s01e12.txt"
"8603","LANE"," Well I mentioned that we might go and rent some videos or go out to eat which could explain any absence during her call.","raw/s01e12.txt"
"8604","RORY"," Very thorough.","raw/s01e12.txt"
"8605","LANE"," With my mom, you can leave nothing to chance. Especially when there is a non-korean involved who as far as I know has no medical aspirations.","raw/s01e12.txt"
"8606","LORELAI"," [coming into room] Hey, sparkly clips.","raw/s01e12.txt"
"8607","RORY"," Thank you.","raw/s01e12.txt"
"8608","LORELAI"," Ooh, I like the rhinestones. [leaves]","raw/s01e12.txt"
"8609","RORY"," And for a touch of glamour. [putting them in Lane’s hair]","raw/s01e12.txt"
"8610","LANE"," So what are you going to tell Lorelai?","raw/s01e12.txt"
"8611","RORY"," I don’t know.","raw/s01e12.txt"
"8612","LANE"," She wouldn’t tell my mom would she?","raw/s01e12.txt"
"8613","RORY"," I don’t know if she’d feel good lying to another mother. It’s like this weird code thing with her.","raw/s01e12.txt"
"8614","LANE"," So we don’t tell her?","raw/s01e12.txt"
"8615","RORY"," I’m not liking that option either.","raw/s01e12.txt"
"8616","LANE"," No. We’ll tell her that we’re meeting Dean for a movie, and then we go to the movie and then somebody who just happens to be a friend of Dean’s, just happens to be there, for the same movie and so we figure that it would be completely rude for us to not ask said person to come sit with us.","raw/s01e12.txt"
"8617","RORY"," I say to hell with governor, you run directly for president.","raw/s01e12.txt"
"8618","LANE"," It’s not that bad.","raw/s01e12.txt"
"8619","RORY"," Let’s just not think about it, ok?","raw/s01e12.txt"
"8620","LANE"," I really appreciate this.","raw/s01e12.txt"
"8621","RORY"," I know.","raw/s01e12.txt"
"8622","LANE"," How do I look?","raw/s01e12.txt"
"8623","RORY"," You look too good for him.","raw/s01e12.txt"
"8624","LANE"," Just what I was going for. [giggles and they leave the room]","raw/s01e12.txt"
"8625","RORY"," We’re going [to Lorelai]","raw/s01e12.txt"
"8626","LORELAI"," Oh, where?","raw/s01e12.txt"
"8627","LANE"," We’re going to a movie with Dean.","raw/s01e12.txt"
"8628","LORELAI"," Nothing dirty, violent or French please","raw/s01e12.txt"
"8629","RORY"," Are you going to be home late?","raw/s01e12.txt"
"8630","LORELAI"," Well there’s a bit of doubt as to whether or not we’ll ever actually get out of the house at all tonight. Sookie please!","raw/s01e12.txt"
"8631","SOOKIE"," Ok! I’m here, I’m down [coming down the stairs]","raw/s01e12.txt"
"8632","LORELAI"," Wow! Hey, where’s your coat?","raw/s01e12.txt"
"8633","SOOKIE"," It’s upstairs.","raw/s01e12.txt"
"8634","LORELAI"," Aren’t you gonna need it?","raw/s01e12.txt"
"8635","SOOKIE"," Oh well, it got caught around the thing, and then when I twisted around to get loose, and then the choking started. I’m free now.","raw/s01e12.txt"
"8636","LORELAI"," Ok. I’ll get you something to wear.","raw/s01e12.txt"
"8637","SOOKIE"," I would appreciate that.","raw/s01e12.txt"
"8638","RORY"," Bye.","raw/s01e12.txt"
"8639","LANE"," Bye","raw/s01e12.txt"
"8640","SOOKIE"," Bye kittens [girls leave]","raw/s01e12.txt"
"8641","LORELAI"," Bye girls.","raw/s01e12.txt"
"8642","LORELAI"," Huh? [with a blue shawl in hand]","raw/s01e12.txt"
"8643","SOOKIE"," Oh this is beautiful.","raw/s01e12.txt"
"8644","LORELAI"," It goes with the theme of the evening.","raw/s01e12.txt"
"8645","SOOKIE"," This is a really nice thing you’re doing for me.","raw/s01e12.txt"
"8646","LORELAI"," Anytime Sookie.","raw/s01e12.txt"
"8647","SOOKIE"," Last looks [Does a turn while Lorelai claps]","raw/s01e12.txt"
"8648","","[knock on the door]","raw/s01e12.txt"
"8649","LORELAI"," I’ll get it.","raw/s01e12.txt"
"8650","","[Sookie exhales]","raw/s01e12.txt"
"8651","LORELAI"," Hi,","raw/s01e12.txt"
"8652","JACKSON"," Hi Lorelai, sorry we’re late.","raw/s01e12.txt"
"8653","LORELAI"," Oh no problem. Just adds a little more primping time for the ladies.","raw/s01e12.txt"
"8654","SOOKIE"," Hi Jackson","raw/s01e12.txt"
"8655","JACKSON"," Sookie, hi","raw/s01e12.txt"
"8656","SOOKIE"," Hi.","raw/s01e12.txt"
"8657","JACKSON"," Hi.","raw/s01e12.txt"
"8658","SOOKIE"," Hi.","raw/s01e12.txt"
"8659","JACKSON"," Hi.","raw/s01e12.txt"
"8660","SOOKIE"," Hi.","raw/s01e12.txt"
"8661","LORELAI"," Ok, uh do you guys wanna come in for a minute?","raw/s01e12.txt"
"8662","JACKSON"," Oh sure. [they enter] Oh, uh Lorelai, this is my cousin Rune, Rune this is Lorelai.","raw/s01e12.txt"
"8663","LORELAI"," Hi, it’s very nice to meet you [extends hand but Rune doesn’t take it]","raw/s01e12.txt"
"8664","RUNE"," Can I talk to you a minute?","raw/s01e12.txt"
"8665","JACKSON"," What’s the matter?","raw/s01e12.txt"
"8666","RUNE"," I need a minute alone, please?","raw/s01e12.txt"
"8667","JACKSON"," Excuse us. [Rune takes Jackson outside]","raw/s01e12.txt"
"8668","JACKSON"," What are you doing?","raw/s01e12.txt"
"8669","RUNE"," That’s Lorelai?","raw/s01e12.txt"
"8670","JACKSON"," Yes.","raw/s01e12.txt"
"8671","RUNE"," Did you see how tall she is?","raw/s01e12.txt"
"8672","JACKSON"," No, I haven’t noticed actually.","raw/s01e12.txt"
"8673","RUNE"," How could you not notice, she’s like a basketball player.","raw/s01e12.txt"
"8674","JACKSON"," Rune, she’s a very nice lady!","raw/s01e12.txt"
"8675","RUNE"," You know I cannot go out with anyone that tall. I mean God! I can’t believe you set me up with that. What, was the bearded lady busy tonight or something?","raw/s01e12.txt"
"8676","","[Sookie and Lorelai, who are listening, exchange a look]","raw/s01e12.txt"
"8677","JACKSON"," It’s just one night, a little dinner.","raw/s01e12.txt"
"8678","RUNE"," When she came to the door it never crossed my mind that that was who I had to spend the evening with. I thought it was her East German maid or something.","raw/s01e12.txt"
"8679","JACKSON"," You’re being ridiculous, she’s not that tall!","raw/s01e12.txt"
"8680","RUNE"," She’s tall enough!","raw/s01e12.txt"
"8681","JACKSON"," Would you keep it down, she’s gonna hear you!","raw/s01e12.txt"
"8682","RUNE"," With those big ears I bet she can.","raw/s01e12.txt"
"8683","JACKSON"," Hey Rune, you come into town completely unannounced, you eat all my food, you crash on my couch and I don’t say a thing. The least you could do is go out for one night - make some conversation, be pleasant, who knows, maybe you’ll enjoy it!","raw/s01e12.txt"
"8684","RUNE"," But why can’t we go out - just to the two of us.","raw/s01e12.txt"
"8685","JACKSON"," Rune, please.","raw/s01e12.txt"
"8686","RUNE"," [sighs] Ok.","raw/s01e12.txt"
"8687","JACKSON"," Thank you [Both go back to the front door.] Ok, I think we should be going.","raw/s01e12.txt"
"8688","SOOKIE"," Yes that sounds good.","raw/s01e12.txt"
"8689","","[Lorelai looks at Rune, who turns away. She closes the door behind her.]","raw/s01e12.txt"
"8690","","CUT TO CHEZ FLEUR","raw/s01e12.txt"
"8691","","[All sitting in silence looking at the menu. Rune is staring at Lorelai, she forces a smile]","raw/s01e12.txt"
"8692","RUNE"," What size shoe do you wear?","raw/s01e12.txt"
"8693","LORELAI"," Uh, size 9.","raw/s01e12.txt"
"8694","RUNE"," 9? Wow.","raw/s01e12.txt"
"8695","SOOKIE"," I wonder if the mussels are fresh?","raw/s01e12.txt"
"8696","LORELAI"," Um, well, it does say ‘fresh mussels’ on the menu.","raw/s01e12.txt"
"8697","SOOKIE"," Yes, but a lot of times they say ‘fresh’ and they’re not, they’re frozen but they’re just called ‘fresh’ because they were fresh when they were frozen. [Jackson nodding and smiling at her] Plus if they’re not stored with the correct drainage they just sit around in their own excretions, with is kind of like sitting around in your own -","raw/s01e12.txt"
"8698","LORELAI"," Sookie, I beg of you, do not order the fresh mussels.","raw/s01e12.txt"
"8699","SOOKIE"," But if they’re fresh -","raw/s01e12.txt"
"8700","LORELAI"," Even if they’re fresh.","raw/s01e12.txt"
"8701","JACKSON"," I wonder where they get their carrots from The carrot crop this year has been really mealy.","raw/s01e12.txt"
"8702","LORELAI"," [sighs] So...Rune...","raw/s01e12.txt"
"8703","RUNE"," Yes?","raw/s01e12.txt"
"8704","LORELAI"," What is that - ‘Rune’ ?","raw/s01e12.txt"
"8705","RUNE"," What do you mean?","raw/s01e12.txt"
"8706","LORELAI"," I mean, where did ‘Rune’ come from?","raw/s01e12.txt"
"8707","RUNE"," I’m from out of town, I thought Jackson told you?","raw/s01e12.txt"
"8708","LORELAI"," He did tell me, I meant the name ‘Rune’. You just don’t meet a lot of ‘Runes’, right? [giggles a bit]","raw/s01e12.txt"
"8709","RUNE"," It was my dad’s name.","raw/s01e12.txt"
"8710","LORELAI"," Oh, where’d he get it?","raw/s01e12.txt"
"8711","RUNE"," [annoyed] I don’t know, from his parents I guess.","raw/s01e12.txt"
"8712","LORELAI"," Ok, done with that topic [waiter approaches] Oh the waiter, thanks the Lord.","raw/s01e12.txt"
"8713","WAITER"," What can I get you this evening?","raw/s01e12.txt"
"8714","SOOKIE"," I’d like to ask about the mussels, are they fresh?","raw/s01e12.txt"
"8715","WAITER"," Yes they are.","raw/s01e12.txt"
"8716","JACKSON"," And where exactly are your carrots from?","raw/s01e12.txt"
"8717","WAITER"," Well -","raw/s01e12.txt"
"8718","RUNE"," Is there anything on this menu that isn’t French?","raw/s01e12.txt"
"8719","LORELAI"," I’ll just have a martini and keep’em coming. [Waiter leaves] Thanks.","raw/s01e12.txt"
"8720","","[Table goes back to sitting in silence]","raw/s01e12.txt"
"8721","","CUT TO OUTSIDE BOOKSTORE","raw/s01e12.txt"
"8722","","[Rory and Dean are in line. She’s looking at Lane and Todd in line behind them.]","raw/s01e12.txt"
"8723","DEAN"," What are you doing?","raw/s01e12.txt"
"8724","RORY"," Nothing.","raw/s01e12.txt"
"8725","DEAN"," They’re fine.","raw/s01e12.txt"
"8726","RORY"," I am not looking at them. I’m looking at the world around me.","raw/s01e12.txt"
"8727","DEAN"," The world is fine too.","raw/s01e12.txt"
"8728","RORY"," I just want to make sure they’re having fun.","raw/s01e12.txt"
"8729","DEAN"," They’re having fun.","raw/s01e12.txt"
"8730","RORY"," How do you know?","raw/s01e12.txt"
"8731","DEAN"," They’re not in prison or in some sort of medieval torture chamber.","raw/s01e12.txt"
"8732","RORY"," Well when you measure it that way -","raw/s01e12.txt"
"8733","","[Pan to Lane and Todd]","raw/s01e12.txt"
"8734","LANE"," And the amazing thing is, all these girls are screaming and none of them are getting the joke. He’s playing the character of a rock star. I mean Beck is a genius and all these stupid girls are screaming at him just because they’re buying into the rock star image. I love Beck. I understand Beck. [looks at Todd nervously who doesn’t say anything] And the Foo Fighters - Gods. I mean, have you heard the acoustic version of ‘Everlong’? I can’t even talk about it you know? Hey, you know who I’ve really gotten into lately? The velvet underground. Oh and Nico - she’s amazing - Depressing scary German chick. I have the cd if you wanna borrow it sometime. Wh-what kind of music do you like?","raw/s01e12.txt"
"8735","TODD"," I don’t know - whatever.","raw/s01e12.txt"
"8736","LANE"," Fugazi?","raw/s01e12.txt"
"8737","TODD"," What?","raw/s01e12.txt"
"8738","LANE"," The band on your shirt.","raw/s01e12.txt"
"8739","TODD"," Oh. Huh, pretty cool picture.","raw/s01e12.txt"
"8740","LANE"," You don’t know what’s on your shirt?","raw/s01e12.txt"
"8741","TODD"," It’s my sister’s.","raw/s01e12.txt"
"8742","LANE"," Oh.","raw/s01e12.txt"
"8743","","[Rory looks over her shoulder intently. Lane gives her a forced smile. Dean turns Rory’s face forward.]","raw/s01e12.txt"
"8744","LANE"," Well what about books? Do you like books?","raw/s01e12.txt"
"8745","TODD"," Mmm. [shrugging]","raw/s01e12.txt"
"8746","LANE"," Magazines? [Todd’s silent] What about school? What are you majoring in?","raw/s01e12.txt"
"8747","TODD"," I was thinking about gym.","raw/s01e12.txt"
"8748","LANE"," Gym?","raw/s01e12.txt"
"8749","TODD"," If I major in gym, I only have to take 4 classes my senior year.","raw/s01e12.txt"
"8750","LANE"," Oh, cool","raw/s01e12.txt"
"8751","","[Pan to Rory and Dean]","raw/s01e12.txt"
"8752","RORY"," Gym?","raw/s01e12.txt"
"8753","DEAN"," We work on our bikes together. He’s got the good tools.","raw/s01e12.txt"
"8754","","CUT TO CHEZ FLEUR","raw/s01e12.txt"
"8755","","[Rune yawning]","raw/s01e12.txt"
"8756","SOOKIE"," [giggling] It was so funny. Oh God! Do you remember?","raw/s01e12.txt"
"8757","LORELAI"," I remember.","raw/s01e12.txt"
"8758","SOOKIE"," What was Rory, eight?","raw/s01e12.txt"
"8759","LORELAI"," I believe she was.","raw/s01e12.txt"
"8760","SOOKIE"," Oh god, that mud pie fiasco haunted me for a year! I mean, hers looked just like mine. Of course I used you know, homemade chocolate cookies, bittersweet ganache and she used well, mud. You know, but they did look damn similar. Oh.","raw/s01e12.txt"
"8761","","[Rune is cutting the heads off of swans with his knife]","raw/s01e12.txt"
"8762","LORELAI"," So, uh, Sookie’s been experimenting with, um, different forms of baking ever since I’ve known her.","raw/s01e12.txt"
"8763","JACKSON"," Oh, well, that’s very interesting.","raw/s01e12.txt"
"8764","SOOKIE"," Yeah. Hey Lorelai, remember when I decided to teach you how to make strawberry tarts [Jackson looks bored] and the entire kitchen was stained red and I had to repaint that one wall red just to make it look normal? Do you remember? Wasn’t it?","raw/s01e12.txt"
"8765","LORELAI"," Mmm, it was. Sookie, let’s go powder our noses.","raw/s01e12.txt"
"8766","RUNE"," You’ll need a lot of powder.","raw/s01e12.txt"
"8767","LORELAI"," We’ll be right back. Come on hon.","raw/s01e12.txt"
"8768","SOOKIE"," Oh, ok.","raw/s01e12.txt"
"8769","","[They get up and leave. Jackson give Rune a ‘what are you doing?’ look]","raw/s01e12.txt"
"8770","LORELAI"," Honey, no matter how many beers you buy me tonight, I’m not the one going home with you, so I would concentrate on the one who might.","raw/s01e12.txt"
"8771","SOOKIE"," What?","raw/s01e12.txt"
"8772","LORELAI"," You haven’t said a word to Jackson all night.","raw/s01e12.txt"
"8773","SOOKIE"," I haven’t have I?","raw/s01e12.txt"
"8774","LORELAI"," No.","raw/s01e12.txt"
"8775","SOOKIE"," I know. I’m just - Oh, I’m so nervous.","raw/s01e12.txt"
"8776","LORELAI"," You’re nervous? You don’t have some guy staring at you like he’s Cher and you’re the kid from ‘Mask’.","raw/s01e12.txt"
"8777","SOOKIE"," I can - I can’t think of anything to say.","raw/s01e12.txt"
"8778","LORELAI"," To Jackson?","raw/s01e12.txt"
"8779","SOOKIE"," Yes, to Jackson.","raw/s01e12.txt"
"8780","LORELAI"," Yes, cause to me tonight there’s been no ‘off’ button.","raw/s01e12.txt"
"8781","SOOKIE"," I-I just - ugh! This place is too fancy, my hair is too tight and this dress is all wrong. And he looks really good doesn’t he?","raw/s01e12.txt"
"8782","LORELAI"," Yes he does.","raw/s01e12.txt"
"8783","SOOKIE"," I’m being crazy, I know I’m being crazy.","raw/s01e12.txt"
"8784","LORELAI"," No. You’re just putting too much pressure on this whole evening. Look, in five seconds I can take your hair down, we can go some place more casual and personally I think you’re wrong about the dress.","raw/s01e12.txt"
"8785","SOOKIE"," Really?","raw/s01e12.txt"
"8786","LORELAI"," Yes. Come on. Let’s got to Luke’s. You know, have burgers, talk, relax - no pressure, no stress, unless I wind up stepping on Rune which might be fun.","raw/s01e12.txt"
"8787","SOOKIE"," That would be great.","raw/s01e12.txt"
"8788","LORELAI"," Ok, come on.","raw/s01e12.txt"
"8789","SOOKIE"," Alright.","raw/s01e12.txt"
"8790","","CUT TO BOOKSTORE","raw/s01e12.txt"
"8791","","[Lane and Todd are in a theater-like seating watching the movie]","raw/s01e12.txt"
"8792","LANE"," Ok, what about movies, you must have a favorite movie.","raw/s01e12.txt"
"8793","TODD"," Yes I do!","raw/s01e12.txt"
"8794","LANE"," Great! What is it?","raw/s01e12.txt"
"8795","TODD"," Beethoven.","raw/s01e12.txt"
"8796","LANE"," Beethoven? The one with the dog?","raw/s01e12.txt"
"8797","TODD"," There’s this scene where this little dog is running around with a huge cabbage in it’s mouth. Oh man, it’s classic! I shot my Dr. Pepper right outta my nose! I swear!","raw/s01e12.txt"
"8798","","[Lane forces another smile]","raw/s01e12.txt"
"8799","","CUT TO LUKE’S","raw/s01e12.txt"
"8800","","[The four enter]","raw/s01e12.txt"
"8801","RUNE"," [sniffs] Ew.","raw/s01e12.txt"
"8802","LORELAI"," Welcome to Luke’s.","raw/s01e12.txt"
"8803","JACKSON"," Well this is much better.","raw/s01e12.txt"
"8804","SOOKIE"," It is, isn’t it?","raw/s01e12.txt"
"8805","LORELAI"," Grab a seat, I’ll get some menus","raw/s01e12.txt"
"8806","LUKE"," Hey.","raw/s01e12.txt"
"8807","LORELAI"," Hey, four menus, a coffee and an anvil please.","raw/s01e12.txt"
"8808","LUKE"," What’s the anvil for?","raw/s01e12.txt"
"8809","LORELAI"," For Rune?","raw/s01e12.txt"
"8810","LUKE"," What’s a Rune.","raw/s01e12.txt"
"8811","LORELAI"," Please not that question again.","raw/s01e12.txt"
"8812","LUKE"," Ok. [gets coffee. Lorelai sighs and looks at them sitting in silence] Here you go.","raw/s01e12.txt"
"8813","LORELAI"," Mind if I hang out here a sec?","raw/s01e12.txt"
"8814","LUKE"," Why? What’s going on over there?","raw/s01e12.txt"
"8815","LORELAI"," Sookie and Jackson are on their first date.","raw/s01e12.txt"
"8816","LUKE"," Seems to be going well.","raw/s01e12.txt"
"8817","LORELAI"," I think I’d wear blue to the wedding.","raw/s01e12.txt"
"8818","LUKE"," Who’s the other guy?","raw/s01e12.txt"
"8819","LORELAI"," That’s Jackson’s cousin. He’s my date!","raw/s01e12.txt"
"8820","LUKE"," Lucky girl!","raw/s01e12.txt"
"8821","LORELAI"," Yes, I think so. He is, believe it or not, even less thrilled with the match up than I am.","raw/s01e12.txt"
"8822","LUKE"," You’re kidding, why?","raw/s01e12.txt"
"8823","LORELAI"," I’m too tall.","raw/s01e12.txt"
"8824","LUKE"," [laughs] Get out.","raw/s01e12.txt"
"8825","LORELAI"," I’m serious.","raw/s01e12.txt"
"8826","LUKE"," Doesn’t he understand how great that is? You can get all the stuff from the top shelf.","raw/s01e12.txt"
"8827","LORELAI"," Exactly. That is exactly what I bring to a relationship. Explain that to him will you. [takes a sip of coffee] Mmm. Luke, that is an exceptionally good batch of coffee.","raw/s01e12.txt"
"8828","LUKE"," Yeah?","raw/s01e12.txt"
"8829","LORELAI"," Hello!","raw/s01e12.txt"
"8830","LUKE"," I added a little nutmeg.","raw/s01e12.txt"
"8831","LORELAI"," Really?","raw/s01e12.txt"
"8832","LUKE"," Yes.","raw/s01e12.txt"
"8833","LORELAI"," That’s very Richard Simmons of you.","raw/s01e12.txt"
"8834","LUKE"," Well what can I say. Chicks dig a man with a feminine side.","raw/s01e12.txt"
"8835","LORELAI"," Oh.","raw/s01e12.txt"
"8836","RUNE"," Ok [standing up] I’m really bored.","raw/s01e12.txt"
"8837","JACKSON"," Sit down, we’re about ready to order.","raw/s01e12.txt"
"8838","RUNE"," I don’t wanna order, I don’t wanna eat here. I wanna go.","raw/s01e12.txt"
"8839","JACKSON"," Rune.","raw/s01e12.txt"
"8840","RUNE"," Jackson...Look I came out with you tonight under the impression that I’d have fun. First I get stuck with her, then I get dragged to a French restaurant, then I get dragged out of a French restaurant. God knows where I am now.","raw/s01e12.txt"
"8841","LORELAI"," Oh, you’re at Luke’s.","raw/s01e12.txt"
"8842","RUNE"," I’ve been very patient Jackson. Sunday night’s almost over, I wanna go bowling.","raw/s01e12.txt"
"8843","JACKSON"," Well I -","raw/s01e12.txt"
"8844","RUNE"," And I’d like you to go bowling with me.","raw/s01e12.txt"
"8845","JACKSON"," Oh...well [looking at Sookie who’s looking at her hands] I guess we should...[starts to stand]","raw/s01e12.txt"
"8846","SOOKIE"," Don’t go!","raw/s01e12.txt"
"8847","JACKSON"," Really?!","raw/s01e12.txt"
"8848","SOOKIE"," Yes. Stay here. We haven’t really even started our date yet.","raw/s01e12.txt"
"8849","JACKSON"," No we haven’t. Sorry Rune, you’re on your own tonight.","raw/s01e12.txt"
"8850","RUNE"," Fine, I’ll just see you at home then - maybe [leaves]","raw/s01e12.txt"
"8851","LORELAI"," Bye Loon! [looks over at the two] Finally.","raw/s01e12.txt"
"8852","LUKE"," I guess you’ll only need three menus now.","raw/s01e12.txt"
"8853","LORELAI"," Hey, why don’t you make up three fabulous cheeseburgers and send two over there. I’ll have mine here.","raw/s01e12.txt"
